round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Second,Alejandro Falla,7-6(4) 6-3 7-6(6),2012,m,Alejandro Falla,Mardy Fish,COL,USA,59%,62%,5,5,1,0,65%,62%,58%,49%,198.0,213.0,171.0,181.0,135.0,144.0,83%,36%,43%,38%,116,102,30.0,35.0,34.0,58.0,77%,61%
Second,Philipp Kohlschreiber,6-0 4-0 ret.,2012,m,Philipp Kohlschreiber,Pere Riba,GER,ESP,77%,42%,1,0,1,2,90%,47%,50%,24%,203.0,195.0,174.0,178.0,152.0,137.0,71%,0%,67%,19%,45,17,16.0,5.0,7.0,18.0,100%,43%
Second,Juan Martin Del Potro,6-4 7-5 6-3,2012,m,Juan Martin Del Potro,Blaz Kavcic,ARG,SLO,64%,57%,14,3,5,9,76%,67%,48%,32%,207.0,210.0,186.0,179.0,144.0,149.0,58%,100%,48%,34%,109,86,41.0,22.0,35.0,38.0,60%,69%
Second,Alexandr Dolgopolov,4-6 6-1 6-1 3-6 8-6,2012,m,Alexandr Dolgopolov,Tobias Kamke,UKR,GER,61%,59%,16,2,4,9,76%,57%,43%,55%,212.0,192.0,189.0,175.0,129.0,151.0,45%,38%,44%,37%,163,143,61.0,30.0,73.0,63.0,70%,57%
Second,Bernard Tomic,3-6 6-3 7-6(3) 6-3,2012,m,Bernard Tomic,Sam Querrey,AUS,USA,68%,62%,6,22,1,7,77%,85%,66%,40%,198.0,218.0,174.0,199.0,141.0,151.0,30%,67%,32%,27%,125,112,30.0,52.0,29.0,50.0,82%,60%
Second,Tomas Berdych,6-1 6-0 7-6(4),2012,m,Tomas Berdych,Olivier Rochus,CZE,BEL,58%,60%,21,1,1,0,91%,60%,58%,53%,215.0,176.0,191.0,163.0,151.0,134.0,63%,0%,43%,23%,94,64,47.0,10.0,36.0,19.0,71%,89%
Second,Stanislas Wawrinka,7-6(3) 6-4 5-7 6-1,2012,m,Stanislas Wawrinka,Marcos Baghdatis,SUI,CYP,51%,52%,4,1,5,8,72%,58%,49%,45%,210.0,205.0,185.0,184.0,150.0,149.0,53%,42%,48%,39%,146,124,41.0,19.0,67.0,59.0,65%,60%
Second,Nicolas Almagro,4-6 6-3 6-7(4) 6-4 6-0,2012,m,Nicolas Almagro,Grigor Dimitrov,ESP,BUL,64%,58%,9,13,2,5,70%,71%,63%,39%,207.0,211.0,183.0,188.0,141.0,157.0,36%,43%,42%,33%,163,138,43.0,49.0,39.0,51.0,64%,70%
Second,John Isner,4-6 6-3 2-6 7-6(5) 10-8,2012,m,John Isner,David Nalbandian,USA,ARG,63%,64%,43,7,2,5,72%,73%,51%,58%,224.0,196.0,198.0,175.0,166.0,147.0,40%,33%,33%,36%,181,187,88.0,67.0,69.0,33.0,54%,73%
Second,Feliciano Lopez,7-5 7-6(4) 6-2,2012,m,Feliciano Lopez,Flavio Cipolla,ESP,ITA,53%,84%,6,0,5,2,75%,54%,50%,56%,212.0,170.0,187.0,149.0,151.0,124.0,50%,43%,46%,37%,111,92,34.0,32.0,34.0,36.0,71%,55%
Second,Lukas Lacko,6-3 6-1 3-6 6-3,2012,m,Lukas Lacko,Donald Young,SVK,USA,64%,57%,9,2,1,2,72%,68%,64%,48%,201.0,196.0,178.0,163.0,141.0,131.0,42%,20%,41%,31%,116,94,45.0,27.0,38.0,37.0,82%,62%
Second,Rafael Nadal,6-4 6-3 6-4,2012,m,Rafael Nadal,Tommy Haas,ESP,GER,64%,63%,2,8,2,4,75%,61%,55%,46%,196.0,203.0,176.0,187.0,135.0,156.0,60%,50%,45%,33%,96,78,36.0,30.0,17.0,38.0,82%,55%
First,Novak Djokovic,6-2 6-0 6-0,2012,m,Novak Djokovic,Paolo Lorenzi,SRB,ITA,73%,52%,4,0,1,5,73%,56%,47%,7%,197.0,188.0,178.0,177.0,147.0,145.0,69%,20%,67%,34%,82,41,22.0,10.0,13.0,30.0,81%,58%
First,Tatsuma Ito,6-3 4-6 6-3 6-4,2012,m,Tatsuma Ito,Potito Starace,JPN,ITA,58%,71%,11,9,3,3,80%,68%,55%,60%,208.0,192.0,178.0,173.0,134.0,143.0,56%,29%,34%,30%,113,102,44.0,29.0,28.0,32.0,61%,73%
First,Nicolas Mahut,7-5 7-5 6-3,2012,m,Nicolas Mahut,Radek Stepanek,FRA,CZE,59%,68%,7,3,4,3,79%,59%,38%,42%,199.0,192.0,181.0,173.0,142.0,146.0,38%,33%,46%,38%,116,97,40.0,38.0,23.0,22.0,62%,55%
First,Lleyton Hewitt,7-5 6-4 3-6 7-5,2012,m,Lleyton Hewitt,Cedrik-Marcel Stebe,AUS,GER,55%,59%,8,13,2,6,76%,66%,49%,50%,196.0,196.0,173.0,181.0,140.0,143.0,32%,40%,40%,36%,144,137,29.0,59.0,33.0,64.0,63%,62%
First,Andy Roddick,6-3 6-4 6-1,2012,m,Andy Roddick,Robin Haase,USA,NED,72%,51%,13,7,1,6,73%,67%,64%,38%,224.0,203.0,198.0,190.0,159.0,150.0,46%,20%,47%,29%,91,63,35.0,30.0,20.0,32.0,62%,47%
First,James Duckworth,6-3 6-4 6-4,2012,m,James Duckworth,Jurgen Zopp,AUS,EST,63%,60%,11,6,3,4,79%,67%,58%,48%,212.0,204.0,165.0,179.0,131.0,143.0,44%,25%,40%,29%,94,72,24.0,19.0,24.0,33.0,59%,58%
First,Richard Gasquet,6-3 3-6 6-3 6-1,2012,m,Richard Gasquet,Andreas Seppi,FRA,ITA,65%,51%,10,8,3,6,78%,60%,44%,45%,201.0,195.0,174.0,174.0,140.0,132.0,41%,50%,47%,34%,117,93,44.0,31.0,45.0,44.0,55%,62%
First,Juan Ignacio Chela,7-6(3) 6-3 6-4,2012,m,Juan Ignacio Chela,Michael Russell,ARG,USA,58%,61%,5,3,1,7,62%,56%,61%,47%,191.0,196.0,163.0,162.0,131.0,140.0,50%,45%,47%,38%,128,106,28.0,48.0,26.0,72.0,57%,73%
First,David Ferrer,6-1 6-4 6-2,2012,m,David Ferrer,Rui Machado,ESP,POR,59%,67%,2,0,1,4,85%,50%,50%,41%,192.0,188.0,169.0,157.0,139.0,125.0,78%,50%,53%,29%,91,58,15.0,20.0,20.0,52.0,50%,40%
First,Andy Murray,4-6 6-3 6-4 6-2,2012,m,Andy Murray,Ryan Harrison,GBR,USA,54%,62%,7,9,5,8,71%,66%,60%,48%,213.0,215.0,175.0,191.0,136.0,163.0,33%,29%,41%,34%,129,113,39.0,47.0,40.0,61.0,70%,68%
First,Gael Monfils,7-6(5) 6-3 6-3,2012,m,Gael Monfils,Marinko Matosevic,FRA,AUS,54%,55%,12,3,6,7,72%,66%,51%,37%,213.0,196.0,173.0,176.0,139.0,137.0,45%,20%,47%,38%,122,102,32.0,34.0,31.0,53.0,58%,69%
First,Gilles Simon,6-1 3-6 6-7(5) 6-3 6-2,2012,m,Gilles Simon,Danai Udomchoke,FRA,THA,54%,61%,14,4,2,4,67%,58%,63%,49%,197.0,198.0,172.0,168.0,126.0,139.0,77%,45%,46%,35%,150,121,53.0,31.0,51.0,54.0,68%,76%
First,Matthew Ebden,6-3 7-6(1) 6-2,2012,m,Matthew Ebden,Joao Souza,AUS,BRA,70%,65%,10,8,3,2,82%,63%,52%,41%,199.0,202.0,182.0,182.0,140.0,151.0,25%,50%,45%,27%,114,85,34.0,32.0,32.0,52.0,63%,69%
First,Kei Nishikori,6-1 7-6(7) 6-0,2012,m,Kei Nishikori,Stephane Robert,JPN,FRA,71%,49%,7,2,0,7,77%,62%,48%,34%,189.0,194.0,169.0,180.0,137.0,136.0,58%,33%,52%,31%,107,71,35.0,26.0,25.0,35.0,64%,76%
First,Jo-Wilfried Tsonga,6-4 3-6 6-2 7-5,2012,m,Jo-Wilfried Tsonga,Denis Istomin,FRA,UZB,49%,69%,11,9,5,3,71%,64%,56%,54%,221.0,207.0,190.0,186.0,129.0,139.0,67%,33%,39%,37%,120,112,44.0,31.0,45.0,49.0,70%,55%
First,Mardy Fish,6-4 6-4 6-2,2012,m,Mardy Fish,Gilles Muller,USA,LUX,62%,66%,11,9,2,2,91%,69%,64%,45%,213.0,201.0,182.0,182.0,138.0,156.0,31%,0%,39%,19%,97,73,30.0,30.0,12.0,39.0,78%,59%
First,Philipp Kohlschreiber,7-5 4-6 6-3 6-7(4) 6-0,2012,m,Philipp Kohlschreiber,Juan Monaco,GER,ARG,59%,71%,9,2,2,1,76%,62%,59%,50%,205.0,203.0,175.0,168.0,143.0,147.0,57%,38%,42%,31%,163,134,54.0,30.0,61.0,67.0,65%,80%
First,Juan Martin Del Potro,2-6 6-1 7-5 6-4,2012,m,Juan Martin Del Potro,Adrian Mannarino,ARG,FRA,58%,68%,12,7,6,3,75%,70%,40%,34%,206.0,197.0,187.0,169.0,158.0,143.0,75%,31%,42%,40%,125,114,35.0,44.0,39.0,49.0,45%,76%
First,Alexandr Dolgopolov,1-6 4-6 6-1 6-1 6-2,2012,m,Alexandr Dolgopolov,Greg Jones,UKR,AUS,57%,54%,15,8,1,8,79%,69%,57%,38%,203.0,211.0,181.0,181.0,117.0,140.0,44%,80%,45%,30%,119,94,46.0,29.0,34.0,42.0,70%,63%
First,Bernard Tomic,4-6 6-7(3) 6-4 6-2 7-5,2012,m,Bernard Tomic,Fernando Verdasco,AUS,ESP,61%,60%,7,15,3,11,70%,66%,53%,49%,197.0,218.0,175.0,185.0,140.0,160.0,33%,31%,40%,36%,181,168,44.0,57.0,60.0,83.0,74%,64%
First,Tomas Berdych,7-5 4-6 6-2 6-3,2012,m,Tomas Berdych,Albert Ramos,CZE,ESP,52%,52%,7,4,6,4,88%,69%,52%,52%,214.0,192.0,192.0,166.0,142.0,141.0,71%,50%,39%,29%,124,102,39.0,24.0,43.0,51.0,57%,88%
First,Stanislas Wawrinka,6-1 6-1 7-5,2012,m,Stanislas Wawrinka,Benoit Paire,SUI,FRA,60%,54%,2,3,3,6,69%,62%,62%,29%,204.0,192.0,174.0,168.0,143.0,140.0,64%,9%,53%,34%,109,72,24.0,24.0,20.0,42.0,58%,85%
First,Marcos Baghdatis,6-1 7-6(5) 6-2,2012,m,Marcos Baghdatis,Benjamin Becker,CYP,GER,45%,56%,18,5,1,1,92%,73%,59%,37%,208.0,208.0,190.0,180.0,154.0,143.0,75%,17%,43%,26%,93,66,38.0,23.0,23.0,38.0,69%,64%
First,Grigor Dimitrov,4-6 6-3 3-6 6-4 6-4,2012,m,Grigor Dimitrov,Jeremy Chardy,BUL,FRA,58%,54%,12,19,6,8,74%,83%,52%,48%,212.0,212.0,190.0,197.0,155.0,155.0,27%,14%,34%,35%,148,148,41.0,59.0,38.0,49.0,76%,66%
First,Nicolas Almagro,1-6 7-5 6-3 7-5,2012,m,Nicolas Almagro,Lukasz Kubot,ESP,POL,64%,54%,15,7,3,16,76%,72%,47%,47%,215.0,211.0,180.0,187.0,140.0,163.0,36%,25%,40%,35%,138,127,40.0,56.0,12.0,60.0,55%,63%
First,John Isner,6-4 6-4 7-6(1),2012,m,John Isner,Benjamin Mitchell,USA,AUS,66%,48%,19,7,4,8,86%,77%,50%,51%,220.0,212.0,201.0,189.0,175.0,153.0,38%,17%,36%,26%,106,88,40.0,27.0,42.0,32.0,58%,69%
First,David Nalbandian,6-4 4-2 ret.,2012,m,David Nalbandian,Jarkko Nieminen,ARG,FIN,57%,62%,3,3,0,1,56%,44%,63%,55%,194.0,201.0,175.0,176.0,145.0,125.0,80%,50%,52%,41%,56,46,18.0,14.0,19.0,21.0,76%,43%
First,Rafael Nadal,6-4 6-1 6-1,2012,m,Rafael Nadal,Alex Kuznetsov,ESP,USA,68%,65%,9,5,2,2,86%,49%,65%,46%,197.0,207.0,180.0,188.0,137.0,149.0,60%,0%,52%,21%,88,49,42.0,16.0,14.0,26.0,85%,36%
Final,Novak Djokovic,6-7(2) 7-6(3) 6-3 6-2,2013,m,Novak Djokovic,Andy Murray,SRB,GBR,63%,60%,8,7,3,5,75%,81%,66%,46%,209.0,211.0,188.0,186.0,155.0,133.0,27%,0%,33%,28%,139,126,47.0,29.0,61.0,46.0,85%,60%
semi,Andy Murray,6-4 6-7(5) 6-3 6-7(2) 6-2,2013,m,Andy Murray,Roger Federer,GBR,SUI,64%,61%,21,5,0,2,75%,73%,63%,42%,215.0,205.0,192.0,186.0,140.0,155.0,38%,33%,39%,29%,177,151,62.0,43.0,47.0,60.0,67%,66%
semi,Novak Djokovic,6-2 6-2 6-1,2013,m,Novak Djokovic,David Ferrer,SRB,ESP,63%,60%,6,1,0,3,91%,56%,79%,30%,203.0,197.0,188.0,182.0,154.0,148.0,100%,-,55%,14%,85,41,30.0,11.0,16.0,32.0,81%,33%
quarter,Andy Murray,6-4 6-1 6-2,2013,m,Andy Murray,Jeremy Chardy,GBR,FRA,68%,68%,7,6,1,3,80%,60%,29%,20%,207.0,215.0,187.0,199.0,141.0,164.0,73%,40%,53%,36%,89,63,32.0,25.0,20.0,30.0,85%,59%
quarter,Roger Federer,7-6(4) 4-6 7-6(4) 3-6 6-3,2013,m,Roger Federer,Jo-Wilfried Tsonga,SUI,FRA,61%,67%,6,20,3,1,77%,75%,56%,47%,207.0,218.0,189.0,194.0,156.0,147.0,22%,56%,34%,31%,169,164,49.0,66.0,47.0,61.0,72%,66%
quarter,Novak Djokovic,6-1 4-6 6-1 6-4,2013,m,Novak Djokovic,Tomas Berdych,SRB,CZE,67%,60%,10,8,2,5,78%,66%,63%,42%,203.0,211.0,184.0,193.0,152.0,158.0,43%,25%,44%,27%,118,86,47.0,31.0,25.0,43.0,85%,73%
quarter,David Ferrer,4-6 4-6 7-5 7-6(4) 6-2,2013,m,David Ferrer,Nicolas Almagro,ESP,ESP,69%,47%,16,15,0,4,72%,73%,50%,47%,190.0,221.0,175.0,198.0,144.0,149.0,38%,58%,41%,35%,165,150,44.0,51.0,51.0,75.0,80%,73%
Fourth,Roger Federer,6-4 7-6(4) 6-2,2013,m,Roger Federer,Milos Raonic,SUI,CAN,64%,67%,14,19,1,5,90%,70%,75%,50%,207.0,233.0,189.0,207.0,155.0,165.0,43%,-,36%,15%,101,73,34.0,37.0,12.0,41.0,93%,60%
Fourth,Jeremy Chardy,5-7 6-3 6-2 6-2,2013,m,Jeremy Chardy,Andreas Seppi,FRA,ITA,65%,63%,11,9,10,3,77%,69%,47%,36%,216.0,201.0,199.0,183.0,162.0,146.0,40%,18%,43%,34%,133,110,47.0,34.0,42.0,44.0,83%,68%
Fourth,Jo-Wilfried Tsonga,6-4 3-6 6-3 6-2,2013,m,Jo-Wilfried Tsonga,Richard Gasquet,FRA,FRA,55%,58%,9,7,1,4,81%,78%,56%,49%,225.0,205.0,197.0,181.0,147.0,147.0,44%,14%,34%,30%,109,99,37.0,32.0,36.0,31.0,68%,80%
Fourth,Andy Murray,6-3 6-1 6-3,2013,m,Andy Murray,Gilles Simon,GBR,FRA,62%,67%,12,1,0,2,77%,57%,58%,30%,213.0,194.0,179.0,160.0,136.0,138.0,53%,100%,52%,30%,91,62,32.0,21.0,26.0,41.0,74%,63%
Fourth,David Ferrer,6-2 6-1 6-4,2013,m,David Ferrer,Kei Nishikori,ESP,JPN,68%,61%,6,1,3,3,69%,53%,48%,32%,192.0,195.0,177.0,176.0,142.0,139.0,64%,15%,55%,38%,112,79,24.0,30.0,24.0,65.0,69%,75%
Fourth,Tomas Berdych,6-3 6-2 7-6(13),2013,m,Tomas Berdych,Kevin Anderson,CZE,RSA,52%,68%,6,11,2,1,79%,64%,54%,43%,207.0,210.0,188.0,190.0,150.0,158.0,42%,29%,42%,33%,122,101,39.0,38.0,28.0,42.0,72%,61%
Fourth,Nicolas Almagro,6-2 5-1 ret.,2013,m,Nicolas Almagro,Janko Tipsarevic,ESP,SRB,51%,52%,6,2,1,0,86%,58%,62%,32%,219.0,197.0,202.0,187.0,158.0,145.0,44%,0%,54%,26%,57,32,24.0,8.0,17.0,22.0,83%,40%
Fourth,Novak Djokovic,1-6 7-5 6-4 6-7(5) 12-10,2013,m,Novak Djokovic,Stanislas Wawrinka,SRB,SUI,66%,62%,7,16,5,2,71%,68%,55%,52%,205.0,222.0,188.0,194.0,145.0,158.0,47%,39%,38%,34%,209,200,51.0,69.0,66.0,93.0,75%,69%
Third,Gilles Simon,6-4 6-4 4-6 1-6 8-6,2013,m,Gilles Simon,Gael Monfils,FRA,FRA,69%,66%,0,9,4,11,56%,67%,54%,43%,203.0,205.0,145.0,170.0,128.0,152.0,32%,36%,41%,45%,169,179,45.0,49.0,84.0,94.0,59%,58%
Third,Roger Federer,6-4 7-6(5) 6-1,2013,m,Roger Federer,Bernard Tomic,SUI,AUS,69%,69%,11,8,4,2,88%,67%,45%,42%,207.0,211.0,187.0,189.0,156.0,151.0,19%,0%,40%,25%,120,96,46.0,42.0,20.0,41.0,87%,77%
Third,Milos Raonic,7-6(4) 6-3 6-4,2013,m,Milos Raonic,Philipp Kohlschreiber,CAN,GER,65%,52%,23,5,1,3,82%,71%,77%,64%,228.0,202.0,203.0,182.0,169.0,148.0,50%,-,32%,20%,99,81,44.0,19.0,38.0,27.0,52%,56%
Third,Andreas Seppi,6-7(2) 6-3 2-6 6-4 6-2,2013,m,Andreas Seppi,Marin Cilic,ITA,CRO,56%,50%,6,13,5,5,71%,75%,43%,41%,195.0,205.0,178.0,187.0,136.0,141.0,53%,37%,42%,41%,152,146,36.0,38.0,66.0,67.0,59%,69%
Third,Jo-Wilfried Tsonga,6-2 6-1 6-4,2013,m,Jo-Wilfried Tsonga,Blaz Kavcic,FRA,SLO,71%,68%,7,1,0,4,76%,42%,65%,58%,217.0,198.0,194.0,179.0,143.0,149.0,78%,20%,53%,28%,89,54,45.0,8.0,24.0,23.0,78%,50%
Third,Richard Gasquet,4-6 6-3 7-6(2) 6-0,2013,m,Richard Gasquet,Ivan Dodig,FRA,CRO,56%,54%,10,9,1,3,87%,67%,49%,47%,207.0,208.0,181.0,180.0,151.0,145.0,38%,40%,42%,29%,127,99,48.0,39.0,28.0,47.0,71%,68%
Third,Jeremy Chardy,6-3 6-3 6-7(3) 3-6 6-3,2013,m,Jeremy Chardy,Juan Martin Del Potro,FRA,ARG,58%,67%,20,13,7,3,78%,74%,52%,51%,212.0,208.0,198.0,190.0,159.0,152.0,29%,29%,34%,33%,157,151,78.0,36.0,64.0,35.0,70%,44%
Third,Andy Murray,6-3 6-4 7-5,2013,m,Andy Murray,Richard Berankis,GBR,LTU,68%,57%,13,6,0,3,71%,62%,38%,41%,210.0,209.0,175.0,186.0,136.0,156.0,46%,25%,47%,39%,110,91,24.0,37.0,27.0,47.0,61%,87%
Third,Tomas Berdych,6-3 6-2 6-2,2013,m,Tomas Berdych,Jurgen Melzer,CZE,AUT,64%,66%,12,3,1,1,82%,57%,63%,39%,214.0,195.0,194.0,172.0,156.0,152.0,50%,0%,49%,25%,97,61,42.0,26.0,19.0,29.0,73%,68%
Third,David Ferrer,6-4 6-2 6-3,2013,m,David Ferrer,Marcos Baghdatis,ESP,CYP,64%,57%,5,4,1,1,69%,53%,58%,52%,192.0,207.0,176.0,190.0,144.0,145.0,67%,40%,47%,35%,91,70,25.0,16.0,30.0,42.0,75%,55%
Third,Stanislas Wawrinka,7-6(6) 7-5 6-4,2013,m,Stanislas Wawrinka,Sam Querrey,SUI,USA,53%,68%,13,11,5,3,84%,79%,57%,44%,217.0,215.0,196.0,196.0,159.0,153.0,38%,25%,32%,29%,111,105,45.0,43.0,31.0,29.0,71%,71%
Third,Novak Djokovic,6-4 6-3 7-5,2013,m,Novak Djokovic,Radek Stepanek,SRB,CZE,66%,69%,7,4,1,3,86%,69%,66%,42%,204.0,203.0,187.0,186.0,153.0,156.0,27%,0%,39%,21%,109,83,37.0,26.0,19.0,37.0,68%,54%
Third,Kevin Anderson,4-6 6-3 4-6 7-6(4) 6-2,2013,m,Kevin Anderson,Fernando Verdasco,RSA,ESP,76%,67%,9,5,4,4,76%,68%,46%,55%,214.0,210.0,196.0,178.0,171.0,155.0,36%,44%,36%,31%,160,149,55.0,52.0,46.0,42.0,67%,84%
Third,Kei Nishikori,7-6(3) 6-2 6-3,2013,m,Kei Nishikori,Evgeny Donskoy,JPN,RUS,68%,55%,7,5,1,1,77%,69%,65%,41%,191.0,200.0,170.0,179.0,137.0,145.0,57%,25%,43%,27%,111,78,29.0,13.0,33.0,37.0,100%,50%
Third,Janko Tipsarevic,3-6 6-4 2-6 6-4 6-3,2013,m,Janko Tipsarevic,Julien Benneteau,SRB,FRA,53%,63%,13,12,1,3,67%,73%,70%,53%,203.0,199.0,185.0,175.0,142.0,141.0,30%,75%,34%,32%,138,136,48.0,47.0,46.0,55.0,62%,64%
Third,Nicolas Almagro,7-6(3) 7-6(4) 6-1,2013,m,Nicolas Almagro,Jerzy Janowicz,ESP,POL,56%,70%,18,11,0,2,86%,81%,73%,41%,216.0,219.0,194.0,193.0,146.0,152.0,22%,-,31%,20%,103,84,34.0,27.0,25.0,45.0,56%,58%
Second,Gael Monfils,7-6(5) 4-6 0-6 6-1 8-6,2013,m,Gael Monfils,Yen-Hsun Lu,FRA,TPE,57%,65%,29,10,23,5,77%,75%,42%,46%,217.0,200.0,187.0,188.0,157.0,152.0,50%,50%,35%,38%,159,167,59.0,45.0,72.0,49.0,73%,62%
Second,Marin Cilic,7-5 6-2 6-4,2013,m,Marin Cilic,Rajeev Ram,CRO,USA,57%,71%,9,1,2,1,91%,67%,67%,41%,202.0,202.0,182.0,186.0,140.0,147.0,31%,-,40%,20%,99,71,45.0,16.0,22.0,27.0,82%,71%
Second,Blaz Kavcic,3-6 6-3 6-4 6-7(3) 10-8,2013,m,Blaz Kavcic,James Duckworth,SLO,AUS,60%,59%,22,25,8,6,78%,73%,47%,44%,203.0,225.0,184.0,190.0,147.0,151.0,29%,33%,39%,34%,200,180,71.0,76.0,48.0,72.0,65%,67%
Second,Jeremy Chardy,6-3 3-6 6-1 6-2,2013,m,Jeremy Chardy,Marcel Granollers,FRA,ESP,72%,76%,7,5,6,4,80%,65%,48%,45%,219.0,216.0,197.0,175.0,163.0,140.0,45%,13%,40%,29%,112,86,45.0,18.0,40.0,19.0,64%,70%
Second,Richard Berankis,6-2 6-3 6-1,2013,m,Richard Berankis,Florian Mayer,LTU,GER,54%,64%,5,4,0,3,82%,65%,69%,27%,205.0,191.0,189.0,179.0,158.0,143.0,60%,0%,49%,24%,88,54,36.0,14.0,18.0,23.0,67%,56%
Second,Bernard Tomic,6-7(4) 7-5 7-6(3) 7-6(8),2013,m,Bernard Tomic,Daniel Brands,AUS,GER,77%,66%,26,23,3,4,78%,76%,59%,65%,207.0,217.0,183.0,203.0,147.0,160.0,14%,0%,28%,26%,153,154,59.0,73.0,34.0,41.0,71%,79%
Second,Gilles Simon,2-6 6-3 7-6(4) 6-2,2013,m,Gilles Simon,Jesse Levine,FRA,CAN,52%,60%,12,7,8,5,78%,69%,50%,47%,202.0,201.0,172.0,176.0,134.0,149.0,33%,30%,40%,35%,135,121,46.0,39.0,55.0,67.0,63%,74%
Second,Andy Murray,6-2 6-2 6-4,2013,m,Andy Murray,Joao Sousa,GBR,POR,58%,62%,14,3,0,1,80%,63%,66%,45%,212.0,196.0,180.0,183.0,136.0,151.0,63%,-,44%,26%,91,63,28.0,17.0,22.0,33.0,100%,53%
Second,Juan Martin Del Potro,6-2 6-4 6-2,2013,m,Juan Martin Del Potro,Benjamin Becker,ARG,GER,73%,52%,22,10,2,3,87%,68%,50%,42%,218.0,213.0,194.0,195.0,157.0,154.0,50%,0%,44%,23%,93,61,50.0,33.0,18.0,23.0,88%,73%
Second,Philipp Kohlschreiber,6-2 7-6(4) 6-4,2013,m,Philipp Kohlschreiber,Amir Weintraub,GER,ISR,60%,72%,12,8,0,3,91%,71%,66%,50%,209.0,204.0,181.0,183.0,150.0,145.0,50%,0%,35%,19%,104,78,40.0,31.0,14.0,40.0,70%,27%
Second,Jo-Wilfried Tsonga,6-3 7-6(1) 6-3,2013,m,Jo-Wilfried Tsonga,Go Soeda,FRA,JPN,58%,55%,17,5,2,3,83%,74%,57%,57%,217.0,200.0,189.0,182.0,147.0,148.0,75%,25%,33%,28%,98,80,44.0,20.0,33.0,26.0,85%,68%
Second,Roger Federer,6-3 6-4 6-4,2013,m,Roger Federer,Nikolay Davydenko,SUI,RUS,68%,66%,9,9,2,3,76%,63%,66%,47%,205.0,210.0,185.0,177.0,157.0,148.0,23%,-,42%,27%,111,86,35.0,17.0,42.0,39.0,74%,55%
Second,Richard Gasquet,6-3 6-2 6-2,2013,m,Richard Gasquet,Alejandro Falla,FRA,COL,58%,70%,13,7,1,1,80%,59%,62%,24%,207.0,196.0,187.0,179.0,149.0,130.0,46%,50%,51%,28%,93,60,41.0,25.0,13.0,36.0,63%,57%
Second,Kei Nishikori,7-6(4) 6-4 6-1,2013,m,Kei Nishikori,Carlos Berlocq,JPN,ARG,69%,64%,6,3,3,6,72%,60%,50%,36%,188.0,207.0,167.0,185.0,135.0,148.0,50%,60%,45%,34%,107,81,47.0,24.0,31.0,40.0,68%,62%
Second,Tomas Berdych,6-2 6-2 6-4,2013,m,Tomas Berdych,Guillaume Rufin,CZE,FRA,63%,56%,8,6,2,7,78%,68%,63%,32%,212.0,205.0,194.0,191.0,157.0,155.0,38%,25%,44%,27%,101,73,30.0,19.0,24.0,38.0,54%,68%
Second,David Ferrer,6-0 7-5 4-6 6-3,2013,m,David Ferrer,Tim Smyczek,ESP,USA,60%,66%,3,4,3,3,74%,61%,56%,39%,192.0,207.0,170.0,178.0,140.0,143.0,33%,30%,45%,32%,128,101,21.0,39.0,24.0,77.0,81%,75%
Second,Julien Benneteau,4-6 7-5 7-6(5) 7-6(5),2013,m,Julien Benneteau,Edouard Roger-Vasselin,FRA,FRA,64%,69%,9,13,5,7,67%,64%,55%,45%,202.0,197.0,173.0,177.0,142.0,142.0,41%,47%,42%,37%,163,152,62.0,62.0,43.0,57.0,54%,68%
Second,Radek Stepanek,6-2 6-2 6-4,2013,m,Radek Stepanek,Feliciano Lopez,CZE,ESP,72%,59%,13,14,2,5,79%,71%,50%,35%,196.0,215.0,180.0,193.0,149.0,155.0,56%,0%,43%,29%,92,70,31.0,30.0,14.0,35.0,59%,53%
Second,Stanislas Wawrinka,6-3 7-6(4) ret.,2013,m,Stanislas Wawrinka,Tobias Kamke,SUI,GER,52%,60%,11,0,4,4,77%,62%,45%,47%,218.0,191.0,191.0,174.0,156.0,146.0,27%,29%,42%,37%,90,82,34.0,11.0,51.0,26.0,83%,36%
Second,Marcos Baghdatis,3-6 6-3 6-2 6-2,2013,m,Marcos Baghdatis,Tatsuma Ito,CYP,JPN,52%,59%,6,2,2,1,73%,66%,62%,45%,208.0,211.0,187.0,181.0,149.0,146.0,35%,50%,42%,31%,113,96,25.0,25.0,32.0,53.0,57%,74%
Second,Sam Querrey,6-7(2) 1-1 ret.,2013,m,Sam Querrey,Brian Baker,USA,USA,64%,66%,5,5,1,0,70%,71%,53%,61%,204.0,199.0,183.0,175.0,150.0,144.0,20%,25%,32%,35%,47,53,17.0,19.0,18.0,16.0,50%,79%
Second,Jerzy Janowicz,6-7(10) 3-6 6-1 6-0 7-5,2013,m,Jerzy Janowicz,Somdev Devvarman,POL,IND,61%,63%,15,9,12,3,70%,62%,45%,47%,221.0,191.0,195.0,163.0,154.0,135.0,45%,22%,43%,37%,172,157,91.0,33.0,88.0,20.0,65%,59%
